"","y2_statefips","y2_countyfips","y1_countyname","Inflow","Year","Outflow"
"8780",42,117,"Tioga County Total Migration-US and Foreign",1252,2020,1198
"8781",42,119,"Union County Total Migration-US and Foreign",1792,2020,1665
"8782",42,121,"Venango County Total Migration-US and Foreign",1617,2020,1440
"8783",42,123,"Warren County Total Migration-US and Foreign",1010,2020,1004
"8784",42,125,"Washington County Total Migration-US and Foreign",8121,2020,6812
"8785",42,127,"Wayne County Total Migration-US and Foreign",3078,2020,2341
"8786",42,129,"Westmoreland County Total Migration-US and Foreign",11239,2020,9552
"8787",42,131,"Wyoming County Total Migration-US and Foreign",1097,2020,1098
"8788",42,133,"York County Total Migration-US and Foreign",17758,2020,14941
"8789",44,1,"Bristol County Total Migration-US and Foreign",2623,2020,2335
"8790",44,3,"Kent County Total Migration-US and Foreign",8950,2020,8076
"8791",44,5,"Newport County Total Migration-US and Foreign",5159,2020,5455
"8792",44,7,"Providence County Total Migration-US and Foreign",20243,2020,23041
"8793",44,9,"Washington County Total Migration-US and Foreign",6216,2020,5260
"8794",45,1,"Abbeville County Total Migration-US and Foreign",1293,2020,884
"8795",45,3,"Aiken County Total Migration-US and Foreign",9436,2020,7287
"8796",45,5,"Allendale County Total Migration-US and Foreign",316,2020,375
"8797",45,7,"Anderson County Total Migration-US and Foreign",11264,2020,8158
"8798",45,9,"Bamberg County Total Migration-US and Foreign",523,2020,601
"8799",45,11,"Barnwell County Total Migration-US and Foreign",906,2020,826
"8800",45,13,"Beaufort County Total Migration-US and Foreign",16176,2020,12173
"8801",45,15,"Berkeley County Total Migration-US and Foreign",22501,2020,18083
"8802",45,17,"Calhoun County Total Migration-US and Foreign",771,2020,670
"8803",45,19,"Charleston County Total Migration-US and Foreign",28359,2020,26915
"8804",45,21,"Cherokee County Total Migration-US and Foreign",2384,2020,2151
"8805",45,23,"Chester County Total Migration-US and Foreign",1620,2020,1478
"8806",45,25,"Chesterfield County Total Migration-US and Foreign",1772,2020,1513
"8807",45,27,"Clarendon County Total Migration-US and Foreign",1717,2020,1369
"8808",45,29,"Colleton County Total Migration-US and Foreign",1904,2020,1558
"8809",45,31,"Darlington County Total Migration-US and Foreign",2663,2020,2579
"8810",45,33,"Dillon County Total Migration-US and Foreign",953,2020,994
"8811",45,35,"Dorchester County Total Migration-US and Foreign",15245,2020,13815
"8812",45,37,"Edgefield County Total Migration-US and Foreign",2110,2020,1157
"8813",45,39,"Fairfield County Total Migration-US and Foreign",1117,2020,935
"8814",45,41,"Florence County Total Migration-US and Foreign",5498,2020,5446
"8815",45,43,"Georgetown County Total Migration-US and Foreign",4260,2020,3206
"8816",45,45,"Greenville County Total Migration-US and Foreign",31812,2020,24825
"8817",45,47,"Greenwood County Total Migration-US and Foreign",2752,2020,2618
"8818",45,49,"Hampton County Total Migration-US and Foreign",594,2020,699
"8819",45,51,"Horry County Total Migration-US and Foreign",27705,2020,14627
"8820",45,53,"Jasper County Total Migration-US and Foreign",3166,2020,2053
"8821",45,55,"Kershaw County Total Migration-US and Foreign",4505,2020,3081
"8822",45,57,"Lancaster County Total Migration-US and Foreign",8819,2020,5039
"8823",45,59,"Laurens County Total Migration-US and Foreign",3494,2020,2936
"8824",45,61,"Lee County Total Migration-US and Foreign",947,2020,842
"8825",45,63,"Lexington County Total Migration-US and Foreign",19399,2020,14832
"8826",45,65,"McCormick County Total Migration-US and Foreign",904,2020,445
"8827",45,67,"Marion County Total Migration-US and Foreign",1120,2020,1212
"8828",45,69,"Marlboro County Total Migration-US and Foreign",1014,2020,951
"8829",45,71,"Newberry County Total Migration-US and Foreign",1621,2020,1311
"8830",45,73,"Oconee County Total Migration-US and Foreign",4215,2020,3081
"8831",45,75,"Orangeburg County Total Migration-US and Foreign",3244,2020,3277
"8832",45,77,"Pickens County Total Migration-US and Foreign",6917,2020,6207
"8833",45,79,"Richland County Total Migration-US and Foreign",25569,2020,25314
"8834",45,81,"Saluda County Total Migration-US and Foreign",838,2020,759
"8835",45,83,"Spartanburg County Total Migration-US and Foreign",19690,2020,12827
"8836",45,85,"Sumter County Total Migration-US and Foreign",5970,2020,6571
"8837",45,87,"Union County Total Migration-US and Foreign",783,2020,826
"8838",45,89,"Williamsburg County Total Migration-US and Foreign",1147,2020,1132
"8839",45,91,"York County Total Migration-US and Foreign",18284,2020,14195
"8840",46,3,"Aurora County Total Migration-US and Foreign",92,2020,89
"8841",46,5,"Beadle County Total Migration-US and Foreign",628,2020,792
"8842",46,7,"Bennett County Total Migration-US and Foreign",87,2020,87
"8843",46,9,"Bon Homme County Total Migration-US and Foreign",197,2020,212
"8844",46,11,"Brookings County Total Migration-US and Foreign",1499,2020,1540
"8845",46,13,"Brown County Total Migration-US and Foreign",1496,2020,1739
"8846",46,15,"Brule County Total Migration-US and Foreign",221,2020,171
"8847",46,17,"Buffalo County Total Migration-US and Foreign",76,2020,87
"8848",46,19,"Butte County Total Migration-US and Foreign",788,2020,574
"8849",46,23,"Charles Mix County Total Migration-US and Foreign",207,2020,309
"8850",46,25,"Clark County Total Migration-US and Foreign",125,2020,135
"8851",46,27,"Clay County Total Migration-US and Foreign",768,2020,785
"8852",46,29,"Codington County Total Migration-US and Foreign",1222,2020,1108
"8853",46,31,"Corson County Total Migration-US and Foreign",100,2020,176
"8854",46,33,"Custer County Total Migration-US and Foreign",909,2020,534
"8855",46,35,"Davison County Total Migration-US and Foreign",976,2020,963
"8856",46,37,"Day County Total Migration-US and Foreign",221,2020,160
"8857",46,39,"Deuel County Total Migration-US and Foreign",170,2020,161
"8858",46,41,"Dewey County Total Migration-US and Foreign",144,2020,135
"8859",46,43,"Douglas County Total Migration-US and Foreign",70,2020,59
"8860",46,45,"Edmunds County Total Migration-US and Foreign",154,2020,44
"8861",46,47,"Fall River County Total Migration-US and Foreign",676,2020,355
"8862",46,49,"Faulk County Total Migration-US and Foreign",25,2020,49
"8863",46,51,"Grant County Total Migration-US and Foreign",257,2020,242
"8864",46,53,"Gregory County Total Migration-US and Foreign",122,2020,70
"8865",46,55,"Haakon County Total Migration-US and Foreign",35,2020,34
"8866",46,57,"Hamlin County Total Migration-US and Foreign",367,2020,328
"8867",46,59,"Hand County Total Migration-US and Foreign",65,2020,114
"8868",46,61,"Hanson County Total Migration-US and Foreign",172,2020,256
"8869",46,65,"Hughes County Total Migration-US and Foreign",943,2020,904
"8870",46,67,"Hutchinson County Total Migration-US and Foreign",363,2020,274
"8871",46,71,"Jackson County Total Migration-US and Foreign",101,2020,79
"8872",46,73,"Jerauld County Total Migration-US and Foreign",59,2020,72
"8873",46,77,"Kingsbury County Total Migration-US and Foreign",244,2020,171
"8874",46,79,"Lake County Total Migration-US and Foreign",485,2020,545
"8875",46,81,"Lawrence County Total Migration-US and Foreign",2032,2020,1430
"8876",46,83,"Lincoln County Total Migration-US and Foreign",6681,2020,4887
"8877",46,85,"Lyman County Total Migration-US and Foreign",105,2020,127
"8878",46,87,"McCook County Total Migration-US and Foreign",334,2020,266
"8879",46,89,"McPherson County Total Migration-US and Foreign",50,2020,39
"8880",46,91,"Marshall County Total Migration-US and Foreign",162,2020,146
"8881",46,93,"Meade County Total Migration-US and Foreign",3246,2020,2941
"8882",46,95,"Mellette County Total Migration-US and Foreign",58,2020,50
"8883",46,97,"Miner County Total Migration-US and Foreign",48,2020,54
"8884",46,99,"Minnehaha County Total Migration-US and Foreign",11967,2020,11328
"8885",46,101,"Moody County Total Migration-US and Foreign",294,2020,211
"8886",46,102,"Oglala Lakota County Total Migration-US and Foreign",401,2020,420
"8887",46,103,"Pennington County Total Migration-US and Foreign",9253,2020,7673
"8888",46,105,"Perkins County Total Migration-US and Foreign",36,2020,63
"8889",46,107,"Potter County Total Migration-US and Foreign",56,2020,63
"8890",46,109,"Roberts County Total Migration-US and Foreign",288,2020,448
"8891",46,111,"Sanborn County Total Migration-US and Foreign",84,2020,63
"8892",46,115,"Spink County Total Migration-US and Foreign",243,2020,168
"8893",46,117,"Stanley County Total Migration-US and Foreign",197,2020,201
"8894",46,119,"Sully County Total Migration-US and Foreign",72,2020,41
"8895",46,121,"Todd County Total Migration-US and Foreign",241,2020,252
"8896",46,123,"Tripp County Total Migration-US and Foreign",112,2020,143
"8897",46,125,"Turner County Total Migration-US and Foreign",477,2020,385
"8898",46,127,"Union County Total Migration-US and Foreign",1174,2020,1046
"8899",46,129,"Walworth County Total Migration-US and Foreign",188,2020,157
"8900",46,135,"Yankton County Total Migration-US and Foreign",1117,2020,1027
"8901",46,137,"Ziebach County Total Migration-US and Foreign",49,2020,57
"8902",47,1,"Anderson County Total Migration-US and Foreign",5569,2020,4645
"8903",47,3,"Bedford County Total Migration-US and Foreign",3139,2020,2562
"8904",47,5,"Benton County Total Migration-US and Foreign",1013,2020,671
"8905",47,7,"Bledsoe County Total Migration-US and Foreign",836,2020,551
"8906",47,9,"Blount County Total Migration-US and Foreign",8605,2020,5878
"8907",47,11,"Bradley County Total Migration-US and Foreign",6034,2020,4844
"8908",47,13,"Campbell County Total Migration-US and Foreign",1886,2020,1289
"8909",47,15,"Cannon County Total Migration-US and Foreign",1000,2020,721
"8910",47,17,"Carroll County Total Migration-US and Foreign",1489,2020,1224
"8911",47,19,"Carter County Total Migration-US and Foreign",3095,2020,2560
"8912",47,21,"Cheatham County Total Migration-US and Foreign",3133,2020,2782
"8913",47,23,"Chester County Total Migration-US and Foreign",911,2020,828
"8914",47,25,"Claiborne County Total Migration-US and Foreign",1613,2020,1206
"8915",47,27,"Clay County Total Migration-US and Foreign",482,2020,255
"8916",47,29,"Cocke County Total Migration-US and Foreign",2072,2020,1447
"8917",47,31,"Coffee County Total Migration-US and Foreign",3835,2020,3055
"8918",47,33,"Crockett County Total Migration-US and Foreign",701,2020,612
"8919",47,35,"Cumberland County Total Migration-US and Foreign",4207,2020,2500
"8920",47,37,"Davidson County Total Migration-US and Foreign",41973,2020,52242
"8921",47,39,"Decatur County Total Migration-US and Foreign",637,2020,439
"8922",47,41,"DeKalb County Total Migration-US and Foreign",1376,2020,964
"8923",47,43,"Dickson County Total Migration-US and Foreign",3433,2020,2688
"8924",47,45,"Dyer County Total Migration-US and Foreign",1405,2020,1407
"8925",47,47,"Fayette County Total Migration-US and Foreign",3454,2020,2311
"8926",47,49,"Fentress County Total Migration-US and Foreign",1241,2020,680
"8927",47,51,"Franklin County Total Migration-US and Foreign",2622,2020,1777
"8928",47,53,"Gibson County Total Migration-US and Foreign",2858,2020,2333
"8929",47,55,"Giles County Total Migration-US and Foreign",1671,2020,1245
"8930",47,57,"Grainger County Total Migration-US and Foreign",1680,2020,1130
"8931",47,59,"Greene County Total Migration-US and Foreign",3457,2020,2227
"8932",47,61,"Grundy County Total Migration-US and Foreign",764,2020,507
"8933",47,63,"Hamblen County Total Migration-US and Foreign",3458,2020,2881
"8934",47,65,"Hamilton County Total Migration-US and Foreign",18459,2020,15962
"8935",47,67,"Hancock County Total Migration-US and Foreign",349,2020,140
"8936",47,69,"Hardeman County Total Migration-US and Foreign",1151,2020,863
"8937",47,71,"Hardin County Total Migration-US and Foreign",1476,2020,1019
"8938",47,73,"Hawkins County Total Migration-US and Foreign",3577,2020,2488
"8939",47,75,"Haywood County Total Migration-US and Foreign",729,2020,761
"8940",47,77,"Henderson County Total Migration-US and Foreign",1319,2020,984
"8941",47,79,"Henry County Total Migration-US and Foreign",1665,2020,1196
"8942",47,81,"Hickman County Total Migration-US and Foreign",1582,2020,1207
"8943",47,83,"Houston County Total Migration-US and Foreign",465,2020,363
"8944",47,85,"Humphreys County Total Migration-US and Foreign",1113,2020,820
"8945",47,87,"Jackson County Total Migration-US and Foreign",875,2020,572
"8946",47,89,"Jefferson County Total Migration-US and Foreign",4435,2020,3154
"8947",47,91,"Johnson County Total Migration-US and Foreign",968,2020,502
"8948",47,93,"Knox County Total Migration-US and Foreign",26849,2020,21506
"8949",47,95,"Lake County Total Migration-US and Foreign",354,2020,292
"8950",47,97,"Lauderdale County Total Migration-US and Foreign",932,2020,862
"8951",47,99,"Lawrence County Total Migration-US and Foreign",2106,2020,1366
"8952",47,101,"Lewis County Total Migration-US and Foreign",824,2020,549
"8953",47,103,"Lincoln County Total Migration-US and Foreign",2032,2020,1467
"8954",47,105,"Loudon County Total Migration-US and Foreign",4774,2020,2959
"8955",47,107,"McMinn County Total Migration-US and Foreign",3566,2020,2368
"8956",47,109,"McNairy County Total Migration-US and Foreign",1384,2020,972
"8957",47,111,"Macon County Total Migration-US and Foreign",1463,2020,1221
"8958",47,113,"Madison County Total Migration-US and Foreign",5045,2020,4948
"8959",47,115,"Marion County Total Migration-US and Foreign",1558,2020,1222
"8960",47,117,"Marshall County Total Migration-US and Foreign",2484,2020,1822
"8961",47,119,"Maury County Total Migration-US and Foreign",9302,2020,6316
"8962",47,121,"Meigs County Total Migration-US and Foreign",1101,2020,686
"8963",47,123,"Monroe County Total Migration-US and Foreign",2919,2020,2184
"8964",47,125,"Montgomery County Total Migration-US and Foreign",25005,2020,20862
"8965",47,127,"Moore County Total Migration-US and Foreign",383,2020,341
"8966",47,129,"Morgan County Total Migration-US and Foreign",1400,2020,807
"8967",47,131,"Obion County Total Migration-US and Foreign",1309,2020,1247
"8968",47,133,"Overton County Total Migration-US and Foreign",1501,2020,1006
"8969",47,135,"Perry County Total Migration-US and Foreign",441,2020,241
"8970",47,137,"Pickett County Total Migration-US and Foreign",276,2020,195
"8971",47,139,"Polk County Total Migration-US and Foreign",1317,2020,787
"8972",47,141,"Putnam County Total Migration-US and Foreign",4921,2020,4173
"8973",47,143,"Rhea County Total Migration-US and Foreign",1946,2020,1451
"8974",47,145,"Roane County Total Migration-US and Foreign",3799,2020,2625
"8975",47,147,"Robertson County Total Migration-US and Foreign",5203,2020,3947
"8976",47,149,"Rutherford County Total Migration-US and Foreign",25007,2020,19812
"8977",47,151,"Scott County Total Migration-US and Foreign",599,2020,464
"8978",47,153,"Sequatchie County Total Migration-US and Foreign",1235,2020,646
"8979",47,155,"Sevier County Total Migration-US and Foreign",6061,2020,5515
"8980",47,157,"Shelby County Total Migration-US and Foreign",27324,2020,34560
"8981",47,159,"Smith County Total Migration-US and Foreign",1312,2020,937
"8982",47,161,"Stewart County Total Migration-US and Foreign",970,2020,671
"8983",47,163,"Sullivan County Total Migration-US and Foreign",8828,2020,6826
"8984",47,165,"Sumner County Total Migration-US and Foreign",14621,2020,11355
"8985",47,167,"Tipton County Total Migration-US and Foreign",3128,2020,2740
"8986",47,169,"Trousdale County Total Migration-US and Foreign",1004,2020,559
"8987",47,171,"Unicoi County Total Migration-US and Foreign",961,2020,752
"8988",47,173,"Union County Total Migration-US and Foreign",1551,2020,1046
"8989",47,175,"Van Buren County Total Migration-US and Foreign",480,2020,270
"8990",47,177,"Warren County Total Migration-US and Foreign",2018,2020,1430
"8991",47,179,"Washington County Total Migration-US and Foreign",8621,2020,7077
"8992",47,181,"Wayne County Total Migration-US and Foreign",777,2020,482
"8993",47,183,"Weakley County Total Migration-US and Foreign",1561,2020,1375
"8994",47,185,"White County Total Migration-US and Foreign",1741,2020,1239
"8995",47,187,"Williamson County Total Migration-US and Foreign",21603,2020,16113
"8996",47,189,"Wilson County Total Migration-US and Foreign",13414,2020,8563
"8997",48,1,"Anderson County Total Migration-US and Foreign",3072,2020,2429
"8998",48,3,"Andrews County Total Migration-US and Foreign",882,2020,1028
"8999",48,5,"Angelina County Total Migration-US and Foreign",3780,2020,3159
"9000",48,7,"Aransas County Total Migration-US and Foreign",2411,2020,1631
"9001",48,9,"Archer County Total Migration-US and Foreign",664,2020,409
"9002",48,11,"Armstrong County Total Migration-US and Foreign",136,2020,132
"9003",48,13,"Atascosa County Total Migration-US and Foreign",3732,2020,2890
"9004",48,15,"Austin County Total Migration-US and Foreign",2116,2020,1528
"9005",48,17,"Bailey County Total Migration-US and Foreign",280,2020,312
"9006",48,19,"Bandera County Total Migration-US and Foreign",2029,2020,1210
"9007",48,21,"Bastrop County Total Migration-US and Foreign",8500,2020,5103
"9008",48,23,"Baylor County Total Migration-US and Foreign",188,2020,139
"9009",48,25,"Bee County Total Migration-US and Foreign",1281,2020,1290
"9010",48,27,"Bell County Total Migration-US and Foreign",35162,2020,31492
"9011",48,29,"Bexar County Total Migration-US and Foreign",88193,2020,80478
"9012",48,31,"Blanco County Total Migration-US and Foreign",1420,2020,722
"9013",48,35,"Bosque County Total Migration-US and Foreign",1400,2020,963
"9014",48,37,"Bowie County Total Migration-US and Foreign",5007,2020,4883
"9015",48,39,"Brazoria County Total Migration-US and Foreign",24422,2020,20070
"9016",48,41,"Brazos County Total Migration-US and Foreign",11542,2020,11729
"9017",48,43,"Brewster County Total Migration-US and Foreign",604,2020,653
"9018",48,45,"Briscoe County Total Migration-US and Foreign",91,2020,62
"9019",48,47,"Brooks County Total Migration-US and Foreign",251,2020,288
"9020",48,49,"Brown County Total Migration-US and Foreign",2163,2020,1652
"9021",48,51,"Burleson County Total Migration-US and Foreign",1378,2020,803
"9022",48,53,"Burnet County Total Migration-US and Foreign",4901,2020,3132
"9023",48,55,"Caldwell County Total Migration-US and Foreign",3401,2020,2577
"9024",48,57,"Calhoun County Total Migration-US and Foreign",885,2020,1062
"9025",48,59,"Callahan County Total Migration-US and Foreign",1108,2020,743
"9026",48,61,"Cameron County Total Migration-US and Foreign",10506,2020,10303
"9027",48,63,"Camp County Total Migration-US and Foreign",870,2020,696
"9028",48,65,"Carson County Total Migration-US and Foreign",332,2020,346
"9029",48,67,"Cass County Total Migration-US and Foreign",1838,2020,1376
"9030",48,69,"Castro County Total Migration-US and Foreign",241,2020,278
"9031",48,71,"Chambers County Total Migration-US and Foreign",4632,2020,2978
"9032",48,73,"Cherokee County Total Migration-US and Foreign",2929,2020,2287
"9033",48,75,"Childress County Total Migration-US and Foreign",366,2020,242
"9034",48,77,"Clay County Total Migration-US and Foreign",717,2020,560
"9035",48,79,"Cochran County Total Migration-US and Foreign",91,2020,187
"9036",48,81,"Coke County Total Migration-US and Foreign",297,2020,186
"9037",48,83,"Coleman County Total Migration-US and Foreign",479,2020,316
"9038",48,85,"Collin County Total Migration-US and Foreign",96779,2020,68492
"9039",48,87,"Collingsworth County Total Migration-US and Foreign",59,2020,94
"9040",48,89,"Colorado County Total Migration-US and Foreign",1118,2020,953
"9041",48,91,"Comal County Total Migration-US and Foreign",20762,2020,11481
"9042",48,93,"Comanche County Total Migration-US and Foreign",841,2020,608
"9043",48,95,"Concho County Total Migration-US and Foreign",168,2020,132
"9044",48,97,"Cooke County Total Migration-US and Foreign",3007,2020,2249
"9045",48,99,"Coryell County Total Migration-US and Foreign",10165,2020,9529
"9046",48,101,"Cottle County Total Migration-US and Foreign",71,2020,73
"9047",48,103,"Crane County Total Migration-US and Foreign",200,2020,284
"9048",48,105,"Crockett County Total Migration-US and Foreign",151,2020,191
"9049",48,107,"Crosby County Total Migration-US and Foreign",326,2020,317
"9050",48,109,"Culberson County Total Migration-US and Foreign",59,2020,79
"9051",48,111,"Dallam County Total Migration-US and Foreign",515,2020,536
"9052",48,113,"Dallas County Total Migration-US and Foreign",121147,2020,152255
"9053",48,115,"Dawson County Total Migration-US and Foreign",494,2020,613
"9054",48,117,"Deaf Smith County Total Migration-US and Foreign",633,2020,728
"9055",48,119,"Delta County Total Migration-US and Foreign",374,2020,266
"9056",48,121,"Denton County Total Migration-US and Foreign",83985,2020,63438
"9057",48,123,"DeWitt County Total Migration-US and Foreign",969,2020,826
"9058",48,125,"Dickens County Total Migration-US and Foreign",92,2020,77
"9059",48,127,"Dimmit County Total Migration-US and Foreign",300,2020,319
"9060",48,129,"Donley County Total Migration-US and Foreign",149,2020,162
"9061",48,131,"Duval County Total Migration-US and Foreign",402,2020,475
"9062",48,133,"Eastland County Total Migration-US and Foreign",1105,2020,876
"9063",48,135,"Ector County Total Migration-US and Foreign",7324,2020,11324
"9064",48,137,"Edwards County Total Migration-US and Foreign",118,2020,99
"9065",48,139,"Ellis County Total Migration-US and Foreign",17431,2020,10489
"9066",48,141,"El Paso County Total Migration-US and Foreign",32017,2020,33671
"9067",48,143,"Erath County Total Migration-US and Foreign",2607,2020,2268
"9068",48,145,"Falls County Total Migration-US and Foreign",1138,2020,701
"9069",48,147,"Fannin County Total Migration-US and Foreign",2624,2020,1821
"9070",48,149,"Fayette County Total Migration-US and Foreign",1442,2020,953
"9071",48,151,"Fisher County Total Migration-US and Foreign",254,2020,152
"9072",48,153,"Floyd County Total Migration-US and Foreign",275,2020,241
"9073",48,155,"Foard County Total Migration-US and Foreign",54,2020,41
"9074",48,157,"Fort Bend County Total Migration-US and Foreign",64194,2020,43225
"9075",48,159,"Franklin County Total Migration-US and Foreign",866,2020,701
"9076",48,161,"Freestone County Total Migration-US and Foreign",1364,2020,917
"9077",48,163,"Frio County Total Migration-US and Foreign",677,2020,686
"9078",48,165,"Gaines County Total Migration-US and Foreign",859,2020,884
"9079",48,167,"Galveston County Total Migration-US and Foreign",20781,2020,18109
"9080",48,169,"Garza County Total Migration-US and Foreign",208,2020,210
"9081",48,171,"Gillespie County Total Migration-US and Foreign",2001,2020,1357
"9082",48,173,"Glasscock County Total Migration-US and Foreign",72,2020,60
"9083",48,175,"Goliad County Total Migration-US and Foreign",460,2020,361
"9084",48,177,"Gonzales County Total Migration-US and Foreign",965,2020,875
"9085",48,179,"Gray County Total Migration-US and Foreign",1030,2020,1132
"9086",48,181,"Grayson County Total Migration-US and Foreign",10327,2020,6996
"9087",48,183,"Gregg County Total Migration-US and Foreign",7937,2020,7618
"9088",48,185,"Grimes County Total Migration-US and Foreign",2397,2020,1583
"9089",48,187,"Guadalupe County Total Migration-US and Foreign",17768,2020,13674
"9090",48,189,"Hale County Total Migration-US and Foreign",1410,2020,1619
"9091",48,191,"Hall County Total Migration-US and Foreign",150,2020,95
"9092",48,193,"Hamilton County Total Migration-US and Foreign",687,2020,552
"9093",48,195,"Hansford County Total Migration-US and Foreign",130,2020,210
"9094",48,197,"Hardeman County Total Migration-US and Foreign",167,2020,140
"9095",48,199,"Hardin County Total Migration-US and Foreign",3514,2020,2883
"9096",48,201,"Harris County Total Migration-US and Foreign",160949,2020,192921
"9097",48,203,"Harrison County Total Migration-US and Foreign",4165,2020,3632
"9098",48,205,"Hartley County Total Migration-US and Foreign",368,2020,487
"9099",48,207,"Haskell County Total Migration-US and Foreign",254,2020,232
"9100",48,209,"Hays County Total Migration-US and Foreign",23571,2020,15983
"9101",48,211,"Hemphill County Total Migration-US and Foreign",83,2020,144
"9102",48,213,"Henderson County Total Migration-US and Foreign",6336,2020,4687
"9103",48,215,"Hidalgo County Total Migration-US and Foreign",16153,2020,15216
"9104",48,217,"Hill County Total Migration-US and Foreign",2897,2020,2055
"9105",48,219,"Hockley County Total Migration-US and Foreign",1132,2020,1202
"9106",48,221,"Hood County Total Migration-US and Foreign",6060,2020,3904
"9107",48,223,"Hopkins County Total Migration-US and Foreign",2103,2020,1657
"9108",48,225,"Houston County Total Migration-US and Foreign",1254,2020,971
"9109",48,227,"Howard County Total Migration-US and Foreign",1337,2020,1964
"9110",48,229,"Hudspeth County Total Migration-US and Foreign",151,2020,76
"9111",48,231,"Hunt County Total Migration-US and Foreign",9442,2020,6109
"9112",48,233,"Hutchinson County Total Migration-US and Foreign",956,2020,993
"9113",48,235,"Irion County Total Migration-US and Foreign",99,2020,96
"9114",48,237,"Jack County Total Migration-US and Foreign",636,2020,390
"9115",48,239,"Jackson County Total Migration-US and Foreign",756,2020,642
"9116",48,241,"Jasper County Total Migration-US and Foreign",1941,2020,1757
"9117",48,243,"Jeff Davis County Total Migration-US and Foreign",101,2020,90
"9118",48,245,"Jefferson County Total Migration-US and Foreign",9116,2020,11619
"9119",48,247,"Jim Hogg County Total Migration-US and Foreign",134,2020,155
"9120",48,249,"Jim Wells County Total Migration-US and Foreign",1827,2020,1609
"9121",48,251,"Johnson County Total Migration-US and Foreign",16823,2020,10116
"9122",48,253,"Jones County Total Migration-US and Foreign",1474,2020,1064
"9123",48,255,"Karnes County Total Migration-US and Foreign",643,2020,600
"9124",48,257,"Kaufman County Total Migration-US and Foreign",20864,2020,11078
"9125",48,259,"Kendall County Total Migration-US and Foreign",5265,2020,3029
"9126",48,263,"Kent County Total Migration-US and Foreign",39,2020,48
"9127",48,265,"Kerr County Total Migration-US and Foreign",3513,2020,2563
"9128",48,267,"Kimble County Total Migration-US and Foreign",307,2020,201
"9129",48,271,"Kinney County Total Migration-US and Foreign",148,2020,103
"9130",48,273,"Kleberg County Total Migration-US and Foreign",1544,2020,1861
"9131",48,275,"Knox County Total Migration-US and Foreign",160,2020,151
"9132",48,277,"Lamar County Total Migration-US and Foreign",2163,2020,2011
"9133",48,279,"Lamb County Total Migration-US and Foreign",541,2020,527
"9134",48,281,"Lampasas County Total Migration-US and Foreign",2125,2020,1466
"9135",48,283,"La Salle County Total Migration-US and Foreign",210,2020,213
"9136",48,285,"Lavaca County Total Migration-US and Foreign",1120,2020,830
"9137",48,287,"Lee County Total Migration-US and Foreign",1016,2020,723
"9138",48,289,"Leon County Total Migration-US and Foreign",1302,2020,883
"9139",48,291,"Liberty County Total Migration-US and Foreign",10538,2020,5119
"9140",48,293,"Limestone County Total Migration-US and Foreign",1168,2020,1017
"9141",48,295,"Lipscomb County Total Migration-US and Foreign",75,2020,179
"9142",48,297,"Live Oak County Total Migration-US and Foreign",649,2020,652
"9143",48,299,"Llano County Total Migration-US and Foreign",2243,2020,1341
"9144",48,303,"Lubbock County Total Migration-US and Foreign",13294,2020,13028
"9145",48,305,"Lynn County Total Migration-US and Foreign",418,2020,318
"9146",48,307,"McCulloch County Total Migration-US and Foreign",449,2020,393
"9147",48,309,"McLennan County Total Migration-US and Foreign",11479,2020,9960
"9148",48,311,"McMullen County Total Migration-US and Foreign",58,2020,60
"9149",48,313,"Madison County Total Migration-US and Foreign",939,2020,688
"9150",48,315,"Marion County Total Migration-US and Foreign",666,2020,636
"9151",48,317,"Martin County Total Migration-US and Foreign",331,2020,348
"9152",48,319,"Mason County Total Migration-US and Foreign",243,2020,158
"9153",48,321,"Matagorda County Total Migration-US and Foreign",1616,2020,1588
"9154",48,323,"Maverick County Total Migration-US and Foreign",1614,2020,1790
"9155",48,325,"Medina County Total Migration-US and Foreign",4164,2020,2707
"9156",48,327,"Menard County Total Migration-US and Foreign",103,2020,81
"9157",48,329,"Midland County Total Migration-US and Foreign",11950,2020,13266
"9158",48,331,"Milam County Total Migration-US and Foreign",1650,2020,1115
"9159",48,333,"Mills County Total Migration-US and Foreign",245,2020,170
"9160",48,335,"Mitchell County Total Migration-US and Foreign",523,2020,374
"9161",48,337,"Montague County Total Migration-US and Foreign",1500,2020,1053
"9162",48,339,"Montgomery County Total Migration-US and Foreign",55706,2020,35251
"9163",48,341,"Moore County Total Migration-US and Foreign",1058,2020,1239
"9164",48,343,"Morris County Total Migration-US and Foreign",900,2020,722
"9165",48,347,"Nacogdoches County Total Migration-US and Foreign",2803,2020,2853
"9166",48,349,"Navarro County Total Migration-US and Foreign",3273,2020,2309
"9167",48,351,"Newton County Total Migration-US and Foreign",854,2020,620
"9168",48,353,"Nolan County Total Migration-US and Foreign",705,2020,863
"9169",48,355,"Nueces County Total Migration-US and Foreign",13786,2020,14984
"9170",48,357,"Ochiltree County Total Migration-US and Foreign",342,2020,521
"9171",48,359,"Oldham County Total Migration-US and Foreign",126,2020,152
"9172",48,361,"Orange County Total Migration-US and Foreign",4185,2020,3965
"9173",48,363,"Palo Pinto County Total Migration-US and Foreign",2298,2020,1661
"9174",48,365,"Panola County Total Migration-US and Foreign",1216,2020,986
"9175",48,367,"Parker County Total Migration-US and Foreign",16239,2020,9130
"9176",48,369,"Parmer County Total Migration-US and Foreign",407,2020,546
"9177",48,371,"Pecos County Total Migration-US and Foreign",638,2020,864
